Connecting to host 10.0.1.102, port 5201
[  5] local 10.0.1.101 port 49456 connected to 10.0.1.102 port 5201
[  5] 1432.00-1433.00 sec  10.5 MBytes  88.4 Mbits/sec    0   12.3 MBytes       
[  5] 1433.00-1434.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1434.00-1435.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.3 MBytes       
[  5] 1435.00-1436.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1436.00-1437.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1437.00-1438.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1438.00-1439.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1439.00-1440.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1440.00-1441.00 sec  16.1 MBytes   135 Mbits/sec    0   12.3 MBytes       
[  5] 1441.00-1442.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1442.00-1443.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1443.00-1444.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1444.00-1445.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1445.00-1446.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1446.00-1447.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1447.00-1448.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1448.00-1449.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1449.00-1450.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.3 MBytes       
[  5] 1450.00-1451.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1451.00-1452.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1452.00-1453.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1453.00-1454.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.3 MBytes       
[  5] 1454.00-1455.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1455.00-1456.00 sec  10.8 MBytes  89.9 Mbits/sec    0   12.3 MBytes       
[  5] 1456.00-1457.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1457.00-1458.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.3 MBytes       
[  5] 1458.00-1459.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1459.00-1460.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.3 MBytes       
[  5] 1460.00-1461.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1461.00-1462.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.3 MBytes       
[  5] 1462.00-1463.00 sec  10.4 MBytes  86.9 Mbits/sec    0   12.3 MBytes       
[  5] 1463.00-1464.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1464.00-1465.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.3 MBytes       
[  5] 1465.00-1466.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1466.00-1467.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1467.00-1468.02 sec  10.5 MBytes  86.5 Mbits/sec    0   12.3 MBytes       
[  5] 1468.02-1469.00 sec  16.0 MBytes   137 Mbits/sec    0   12.3 MBytes       
[  5] 1469.00-1470.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.3 MBytes       
[  5] 1470.00-1471.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1471.00-1472.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.3 MBytes       
[  5] 1472.00-1473.01 sec  10.5 MBytes  87.6 Mbits/sec    0   12.3 MBytes       
[  5] 1473.01-1474.00 sec  10.6 MBytes  89.8 Mbits/sec    0   12.3 MBytes       
[  5] 1474.00-1475.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1475.00-1476.00 sec  15.6 MBytes   131 Mbits/sec    0   12.3 MBytes       
[  5] 1476.00-1477.00 sec  5.25 MBytes  44.1 Mbits/sec    0   12.3 MBytes       
[  5] 1477.00-1478.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.3 MBytes       
[  5] 1478.00-1479.00 sec  15.6 MBytes   131 Mbits/sec    0   12.3 MBytes       
[  5] 1479.00-1480.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1480.00-1481.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1481.00-1482.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.3 MBytes       
[  5] 1482.00-1483.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1483.00-1484.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.3 MBytes       
[  5] 1484.00-1485.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1485.00-1486.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.3 MBytes       
[  5] 1486.00-1487.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1487.00-1488.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1488.00-1489.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1489.00-1490.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1490.00-1491.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1491.00-1492.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1492.00-1493.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1493.00-1494.01 sec  15.9 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1494.01-1495.00 sec  11.6 MBytes  98.2 Mbits/sec    0   12.3 MBytes       
[  5] 1495.00-1496.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1496.00-1497.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.3 MBytes       
[  5] 1497.00-1498.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1498.00-1499.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.3 MBytes       
[  5] 1499.00-1500.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.3 MBytes       
[  5] 1500.00-1501.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1501.00-1502.00 sec  10.5 MBytes  88.3 Mbits/sec    0   12.3 MBytes       
[  5] 1502.00-1503.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1503.00-1504.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.3 MBytes       
[  5] 1504.00-1505.00 sec  10.6 MBytes  89.3 Mbits/sec    0   12.3 MBytes       
[  5] 1505.00-1506.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1506.00-1507.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1507.00-1508.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1508.00-1509.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1509.00-1510.00 sec  12.9 MBytes   108 Mbits/sec    0   12.3 MBytes       
[  5] 1510.00-1511.00 sec  10.4 MBytes  86.7 Mbits/sec    0   12.3 MBytes       
[  5] 1511.00-1512.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1512.00-1513.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1513.00-1514.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1514.00-1515.01 sec  10.5 MBytes  87.3 Mbits/sec    0   12.3 MBytes       
[  5] 1515.01-1516.00 sec  15.8 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1516.00-1517.01 sec  10.6 MBytes  88.4 Mbits/sec    0   12.3 MBytes       
[  5] 1517.01-1518.00 sec  10.4 MBytes  87.8 Mbits/sec    0   12.3 MBytes       
[  5] 1518.00-1519.01 sec  15.9 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1519.01-1520.00 sec  10.5 MBytes  88.5 Mbits/sec    0   12.3 MBytes       
[  5] 1520.00-1521.00 sec  5.25 MBytes  44.1 Mbits/sec    0   12.3 MBytes       
[  5] 1521.00-1522.01 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1522.01-1523.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1523.00-1524.04 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1524.04-1525.01 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1525.01-1526.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1526.00-1527.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1527.00-1528.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1528.00-1529.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1529.00-1530.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1530.00-1531.00 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
[  5] 1531.00-1531.56 sec  0.00 Bytes  0.00 bits/sec    0   36.0 Bytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-1531.56 sec  19.9 GBytes   112 Mbits/sec  6174             sender
[  5]   0.00-1531.56 sec  0.00 Bytes  0.00 bits/sec                  receiver
